dna_gaussian_cost,0.0014696725186891814,0.002985213829856363,0.006176944909431054,0.012735303465416624,0.0345850555938204,0.0631413163147871,0.19768475016741988
dna_gaussian_maxError,0.08483495511353356,0.015442468974507722,0.012441168614699238,0.012528702062592267,0.010822984643088174,0.016101565792927763,0.013931397890074693
dna_matern_cost,0.001479968514433126,0.0029943510370794724,0.006209473285824053,0.012734585393872065,0.03465555040989987,0.06301391961122824,0.19822998572513495
dna_matern_maxError,0.13546488559461967,0.015577567170541595,0.01739585649841202,0.014895606038233478,0.014457484059642423,0.014279856732970275,0.016950921851301093
dna_exponential_cost,0.0014826985486783091,0.0029844516902230727,0.006190552611369631,0.012716434379713572,0.034636283296346784,0.06329282777276804,0.19776892314744185
dna_exponential_maxError,0.4085206317331912,0.20395843214332743,0.11000911967555371,0.05407388650203471,0.03754829126088666,0.024238307797252667,0.030828125681779617
aCE_gaussian_cost,7.928000905256611e-05,0.00013380569088828113,0.0003059706490186448,0.0010524432745409658,0.004687985427425103,0.027484237031692216,0.08868875488971767
aCE_gaussian_maxError,0.08351435210252692,0.04430341143636293,0.03526282950084231,0.02166446911366493,0.016353077224818602,0.015779951478383413,0.018769543916545173
aCE_matern_cost,7.837603448679151e-05,0.000133606191178145,0.00029937575769862053,0.0010331416509067944,0.00573039204834511,0.026828951179075914,0.09220871591915374
aCE_matern_maxError,0.07840283801157694,0.044178399217547404,0.03324680200726243,0.01973600324425029,0.017117610793617788,0.015959918266836515,0.013508140131083368
aCE_exponential_cost,7.985311574990766e-05,0.00013209967058172334,0.00030178967986565033,0.0010299437530519016,0.005085063145597984,0.03159251318001624,0.09853955872978977
aCE_exponential_maxError,0.04342103404853098,0.029554791680014014,0.019084294254910317,0.018855013466007986,0.017981134372939682,0.020443200219112417,0.01757263447021673
